"食物
（每100克）","能量
（kal）","蛋白质
（克）","糖类
（克）","脂肪
（克）","水分
（克）","纤维
（克）","灰份
（克）","VA
（微克）","胡萝卜素
（微克）","视黄醇当量
（微克）","VB1
（毫克）","VB2
（毫克）","烟酸
（毫克）","VC
（毫克）","VE
（毫克）","钾
（毫克）","钠
（毫克）","钙
（毫克）","镁
（毫克）","铁
（毫克）","锰
（毫克）","锌
（毫克）","铜
（毫克）","磷
（毫克）","硒
（微克）"
肠(猪肉香肠,290,7.9,1.3,28.1,60.7,0,2,0,0,0,0.23,0.18,1.9,0,0.85,70,874.3,6,8,0.6,0,1.03,0.05,52,2.14
炒肝,96,2.8,3.3,8,84.8,0,1.1,150,0,150,0.01,0.02,2.1,0,0,27,259.6,22,14,2.9,0.09,0.56,0.03,28,0.4
陈皮,278,8,58.3,1.4,8.3,20.7,3.3,0,2100,350,0,0.44,2.1,7,6.73,186,21,82,113,9.3,0.74,1,0.81,85,4.4
蛏干,340,46.5,27.4,4.9,12.2,0,9,20,0,20,0.07,0.31,5.1,0.41,0.41,586,1175,107,303,88.8,7.8,13.63,2.05,791,121.2
蛏肉,340,46.5,27.4,4.9,12.2,0,9,20,0,20,0.07,0.31,5.1,0.41,0.41,586,1175,107,303,88.8,7.8,13.63,2.05,791,121.2
蛏子,40,7.3,2.1,0.3,88.4,0,1.9,59,0,59,0.02,0.12,1.2,0.59,0.59,140,175.9,134,35,33.6,1.93,2.01,0.38,114,55.14
蛏子,340,46.5,27.4,4.9,12.2,0,9,20,0,20,0.07,0.31,5.1,0.41,0.41,586,1175,107,303,88.8,7.8,13.63,2.05,791,121.2
橙,47,0.8,10.5,0.2,87.4,0.6,0.5,0,160,27,0.05,0.04,0.3,33,0.56,159,1.2,20,14,0.4,0.05,0.14,0.03,22,0.31
橙珍(易拉罐),25,0.1,6.1,0,93.8,0,0,0,50,8,0.08,0.13,1.3,0,0,5,5.3,8,2,0.1,0,0,0,1,0
赤豆,309,20.2,55.7,0.6,12.6,7.7,3.2,0,80,13,0.16,0.11,2,0,14.36,860,2.2,74,138,7.4,1.33,2.2,0.64,305,3.8
赤缸,81,18.5,0.6,0.5,77.8,0,2.6,10,0,10,0.03,0.07,2,0,0.16,227,159.9,27,24,0.3,0.09,0.37,0.08,157,31.43
赤眼鳟,114,18.1,0,5,76.5,0,1.3,12,0,12,0.02,0.08,4.7,0,1.7,291,87,59,2,6.4,0.65,0.56,0.02,186,78.76
崇明老白酒,239,1,0,0,0,0,0.1,0,0,0,0.2,0.03,0.3,0,0,5,7.6,1,1,0.3,0.02,0.74,0.01,14,0
臭豆腐,130,11.6,3.1,7.9,66.4,0.8,10.2,0,120,20,0.02,0.09,0.6,0,9.18,96,2016.3,75,90,6.9,0.99,0.96,0.16,126,0.48
臭干,99,10.2,4.1,4.6,77.9,0.4,2.8,0,0,0,0.02,0.11,0.1,1,0,136,33.8,720,40,4.2,0.85,0.98,0.31,166,3.34
臭干,99,10.2,4.1,4.6,77.9,0.4,2.8,0,0,0,0.02,0.11,0.1,1,0,136,33.8,720,40,4.2,0.85,0.98,0.31,166,3.34
楚天啤酒(2.6度),142,18.5,0,7.8,72.8,0,1.4,24,0,24,0.04,0.07,2.1,0,1.26,328,62.5,46,39,1.1,0.07,0.8,0.14,155,27.21
春卷,463,6.1,33.8,33.7,23.5,1,1.9,0,0,0,0.01,0.01,3,0,3.89,89,485.8,10,36,1.9,0.33,0.83,0.07,94,6.4
莼菜(瓶装),20,1.4,3.3,0.1,94.5,0.5,0.2,0,330,55,0,0.01,0.1,0,0.9,2,7.9,42,3,2.4,0.26,0.67,0.04,17,0.67
慈蛄,77,16,0,1.4,83.3,0,1.4,0,0,0,0.03,0.18,3,0,0,181,86.8,0,21,14.5,0,0.56,0.91,0,0
刺玫汁(纸盒),32,0,8.1,0,91.9,0,0,0,0,0,0.02,0.01,0,0,0,6,4.4,6,3,0,0,0.2,0.01,0,0
葱茎(脱水),303,6.3,68.6,0.4,9.7,11.4,3.6,0,210,35,0.07,0.06,3,89,0,21,44.9,49,9,22.1,0.63,2.05,2.33,18,14.36
葱头(白皮脱水),330,5.5,76.2,0.4,9.1,5.7,3.1,0,30,5,0.16,0.16,1,22,0,740,31.7,186,49,0.9,0.62,1.02,0.45,78,3.91
葱头(紫皮脱水),324,6.9,73.1,0.4,9.1,7.5,3,0,20,3,0.2,0.14,1,5,0,912,77.4,351,132,6.2,0,1.13,0.55,162,1.83
醋,31,2.1,4.9,0.3,90.6,0,2.1,0,0,0,0.03,0.05,1.4,0,0,351,262.1,17,13,6,2.97,1.25,0.04,96,2.43
醋(安西黑醋),91,3.7,18.5,0.2,73.1,0,4.5,0,0,0,0.02,0.03,5.8,0,0.27,286,349.5,45,94,0,0,0.73,0.14,262,1.53
醋(白醋),3,0.1,0,0.6,99.4,0,0.7,0,0,0,0,0,0,0,0,12,225.9,26,5,2.2,0,0,0.11,0,0.35
醋(青岛甘醋),37,2.8,6.5,0,88.2,0,2.5,0,0,0,0.02,0.07,1.3,0,0,187,460,42,98,9.7,4.18,2.39,0.01,269,1.71
醋(五香),14,0.5,3,0,95.9,0,0.6,0,0,0,0,0.04,0.6,0,0,116,185,105,0,5.2,0,0.3,0.06,32,0.62
醋(熏),43,3,6.8,0.4,86.8,0.1,2.9,0,0,0,0.01,0.03,0.2,0,0,276,444,41,82,4.8,2.36,2.15,0.07,320,3.24
脆萝卜,20,0.8,4.1,0,92.9,1.4,0.8,0,250,42,0.02,0.05,0,45,0,0,9.7,0,0,0,0.05,0.49,0.01,0,0
大白菜,21,1.7,3.1,0.2,93.6,0.6,0.8,0,250,42,0.06,0.07,0.8,47,0.92,130,89.3,69,12,0.5,0.21,0.21,0.03,30,0.33
大白菜(青白口),15,1.4,2.1,0.1,95.1,0.9,0.4,0,80,13,0.03,0.04,0.4,28,0.36,90,48.4,35,9,0.6,0.78,0.61,0.04,28,0.39
大白菜(小白口),14,1.3,1.9,0.1,95.2,0.9,0.6,0,30,5,0.02,0.03,0.5,19,0.21,137,34.8,45,11,0.9,0.07,0.31,0.07,35,0.75
大葱(鲜),30,1.7,5.2,0.3,91,1.3,0.5,0,60,10,0.03,0.05,0.5,17,0.3,144,4.8,29,19,0.7,0.17,0.4,0.08,38,0.67
大豆(黄豆),359,35.1,18.6,16,10.2,15.5,4.6,0,220,37,0.41,0.2,2.1,0,18.9,1503,2.2,191,199,8.2,2.26,3.34,1.35,465,6.16
大豆蛋白(膨化豆粕),321,36.7,42,0.7,9.3,5.9,5.4,0,0,0,0,0.11,5.8,0,1.14,950,3.3,144,60,9.8,1.78,3.17,1.23,161,2.78
大豆淀粉,341,0.5,84.8,0,14.1,0.5,0.1,0,0,0,0.04,0,0,0,0,10,18.2,36,8,2.3,0.07,0.05,0.04,29,0.54
大豆角,15,1.5,1.7,0.1,94.1,2,0.4,0,20,3,0.1,0.03,0.1,4,0,763,2.2,191,47,1.2,0.16,0.42,0.04,14,0.3
大黑头,23,2.7,2.7,0.2,92.3,1.6,0.5,0,0,0,0.08,0.34,8,0,0.4,179,73,17,21,1.3,0.09,0.6,0.4,33,0.02
大红菇,200,24.4,19.3,2.8,15.5,31.6,6.4,0,80,13,0.26,6.9,19.5,2,0,228,1.7,1,30,7.5,0.91,3.5,2.3,523,10.64
大黄花鱼,96,17.7,0.8,2.5,77.7,0,1.3,10,0,10,0.03,0.1,1.9,0,1.13,260,120.3,53,39,0.7,0.02,0.58,0.04,174,42.57
大黄米（黍）,349,13.6,67.6,2.7,11.3,3.5,1.3,0,0,0,0.3,0.09,1.4,0,1.79,201,1.7,30,116,5.7,1.5,3.05,0.57,244,2.31
大黄鱼,96,17.7,0.8,2.5,77.7,0,1.3,10,0,10,0.03,0.1,1.9,0,1.13,260,120.3,53,39,0.7,0.02,0.58,0.04,174,42.57
大甲,88,19.8,0,1.1,78,0,1.3,0,0,0,0.01,0.03,2,0,0.26,136,91.5,184,30,1.4,0.07,0.16,0.02,183,48.95
大酱,131,12.1,17.9,1.2,50.6,3.4,14.8,0,80,13,0.05,0.28,2.4,0,14.12,508,3606.1,70,48,7,1.11,1.25,0.48,160,12.26
大椒,22,1,4,0.2,93,1.4,0.4,0,340,92,0.03,0.03,0.9,72,0.59,142,3.3,14,12,0.8,0.12,0.19,0.09,2,0.33
大料,195,3.8,32.4,5.6,11.8,43,3.4,0,40,7,0.12,0.28,0.9,0,1.11,202,14.7,41,68,6.3,7.42,0.62,0.63,64,3.08
大麻油,897,0,0,99.9,0.3,0,0.3,0,0,0,0,0,0,0,8.55,3,1.5,15,4,3.1,0.02,0.43,0.1,6,1.67
大马哈鱼,143,17.2,0,8.6,74.1,0,0.9,45,0,45,0.07,0.18,4.4,0,0.78,361,0,13,36,0.3,0.02,1.11,0.03,154,29.47
"大米(稻米、黍、稻谷?,A01004""",7.4,0,0.8,13.3,0.7,0.6,0,0,0,0.11,0.05,1.9,0,0.46,0,3.8,13,34,2.3,1.29,1.7,0.3,110,2.23,
大目鱼,106,17.9,2.7,2.6,75.2,0,1.6,12,0,12,0.02,0.1,3.5,0,1.08,261,103.9,186,36,2.3,0.26,1.2,0.08,304,31.53
大山楂,95,0.5,22,0.6,73,3.1,0.8,0,100,17,0.02,0.02,0.4,53,7.32,299,5.4,52,19,0.9,0.24,0.28,0.11,24,1.22
大蒜,126,4.5,26.5,0.2,66.6,1.1,1.1,0,30,5,0.04,0.06,0.6,7,1.07,302,19.6,39,21,1.2,0.28,0.88,0.22,117,3.09
大蒜(脱水),339,13.2,70.9,0.3,7.3,4.5,3.8,0,0,0,0.29,0,0,79,0,798,36.8,65,61,6.6,0.29,1.98,0.99,297,19.25
大蒜(紫皮),136,5.2,28.4,0.2,63.8,1.2,1.2,0,20,3,0.29,0.06,0.6,7,0.68,437,8.3,10,28,1.3,0.63,0.64,0.11,129,5.54
大头菜(桂花),51,3.2,8.6,0.4,65.3,1.8,20.7,0,0,0,0.03,0.06,0.8,0,0,170,6060.6,257,77,7.5,0.52,0.65,0.11,44,1.8
大头菜(酱),36,2.4,6,0.3,74.8,2.4,14.1,0,0,0,0.03,0.08,0.8,5,0.16,268,4623.7,77,57,6.7,0.57,0.78,0.14,41,1.4
大头菜(五香),48,4.6,7,0.2,72,4.5,11.7,0,60,10,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大头狗母鱼,100,16.7,3,2.3,76.5,0,1.5,11,0,11,0.05,0.1,3.7,0,0.07,194,156.3,95,51,2.2,0.02,1.1,0.09,263,29.48
大头仔鱼,113,18.9,0,5,76.7,0,1.3,25,0,25,0.02,0.06,2.1,0,0.81,299,106.1,34,36,1.8,0.09,1.08,0.1,164,45.07
大虾,90,18.5,3,0.4,76.4,0,1.7,12,0,79,0.03,0.06,3.1,0,3.52,386,208.8,36,47,2.9,0.12,1.55,0.62,241,9.11
大油,897,0,0.2,99.6,0.2,0,0,27,0,27,0.02,0.03,0,0,5.21,0,0,0,0,0,0,0,0,0,0
带鱼,127,17.7,3.1,4.9,73.3,0,1,29,0,29,0.02,0.06,2.8,0,0.82,280,150.1,28,43,1.2,0.17,0.7,0.08,191,36.57
淡菜(干),355,47.8,20.1,9.3,15.6,0,7.2,36,0,36,0.04,0.32,4.3,7.35,4.67,264,779,157,169,12.5,1.27,6.71,0.73,454,120.47
淡菜(鲜),80,11.4,4.7,1.7,79.9,0,2.3,73,0,73,0.12,0.22,1.8,14.02,9.67,157,451.4,63,56,6.7,0.41,2.47,0.13,197,57.77
蛋糕,347,8.6,66.7,5.1,18.6,0.4,0.6,54,190,86,0.09,0.09,0.8,0,2.8,77,67.8,39,24,2.5,1,1.01,1.21,130,14.07
蛋糕(蛋清),339,6.5,72.9,2.4,17.8,0,0.4,0,330,55,0.18,0.31,0,0,1.6,36,49,30,18,1.6,0.07,0.16,0.13,80,6.19
蛋糕(老年)(烤),383,13,61.2,9.6,14.6,0.6,1,0,450,75,0.17,0.31,2,0,3.72,221,118.5,96,26,4.4,0.53,1.2,0.5,164,16.9
蛋糕(奶油),378,7.2,55.9,13.9,21.9,0.6,0.5,113,370,175,0.13,0.11,1.4,0,3.31,67,80.7,38,19,2.3,1.19,1.88,0.17,90,8.06
蛋糕(蒸),320,9.5,56.9,6,27,0.2,0.4,0,290,48,0.13,0.03,0.8,0,3.05,80,32,27,7,2.2,0.13,0.54,0.14,76,8
蛋黄粉,644,31.6,5.3,55.1,4.6,0,3.4,776,0,776,0,0.25,0,0,14.43,103,89.8,266,22,10.6,0.05,6.66,0.1,905,27.7
蛋黄酥,386,11.7,76.1,3.9,6.3,0.8,1.2,0,200,33,0.15,0.04,4.2,0,1.08,105,100,47,38,3,0.64,1.46,0.53,181,11.7
蛋麻脆,452,9,64.9,17.4,5.2,1.8,1.7,174,0,174,0.01,0,4.4,0,3.11,134,67.9,59,49,2.4,0,0.46,0.39,171,2.89
刀豆,35,3.1,5.3,0.2,89,1.8,0.6,0,220,37,0.05,0.07,1,15,0.31,209,5.9,48,28,3.2,0.45,0.84,0.09,57,0.88
刀鱼,127,17.7,3.1,4.9,73.3,0,1,29,0,29,0.02,0.06,2.8,0,0.82,280,150.1,28,43,1.2,0.17,0.7,0.08,191,36.57
稻谷(早籼),359,9.9,74.8,2.2,10.2,1.4,1.5,0,0,0,0.14,0.05,5,0,0.25,214,1.6,13,0,5.1,2.73,2.73,0.25,257,1.84
稻米,346,7.4,77.2,0.8,13.3,0.7,0.6,0,0,0,0.11,0.05,1.9,0,0.46,103,3.8,13,34,2.3,1.29,1.7,0.3,110,2.23
"稻米(梗,标二)",348,8,77.7,0.6,13.2,0,0.5,0,0,0,0.22,0.05,2.6,0,0.53,78,0.9,3,20,0.4,0.77,0.89,0.28,99,6.4
"稻米(梗,标三)",345,7.2,77.2,0.8,13.9,0.4,0.5,0,0,0,0.33,0.03,3.6,0,0.38,78,1.3,5,0,0.7,0.89,0.93,0.28,108,5.4
"稻米(梗,标四)",346,7.5,77.4,0.7,13.1,0.7,0.6,0,0,0,0.14,0.05,5.2,0,0.39,106,1.6,4,20,0.7,1.07,0.97,0.26,123,4.87
"稻米(梗,标一)",343,7.7,76.8,0.6,13.7,0.6,0.6,0,0,0,0.16,0.08,1.3,0,1.01,97,2.4,11,34,1.1,1.36,1.45,0.19,121,2.5
"稻米(粳,特级)",334,7.3,75.3,0.4,16.2,0.4,0.4,0,0,0,0.08,0.04,1.1,0,0.76,58,6.2,24,25,0.9,1,1.07,0.26,80,2.49
"稻米(晚籼,标二)",343,8.6,75.3,0.8,14.2,0.4,0.7,0,0,0,0.18,0.06,2.6,0,0,146,0.9,6,60,2.8,1.05,1.89,0.2,141,2.26
"稻米(晚籼,标一)",345,7.9,76.8,0.7,13.5,0.5,0.6,0,0,0,0.17,0.05,1.7,0,0.22,112,1.5,9,53,1.2,1.11,1.52,0.16,140,2.83
"稻米(晚籼,特)",342,8.1,76.7,0.3,14,0.2,0.7,0,0,0,0.09,0.1,1.5,0,0,107,0.8,6,28,0.7,0.89,1.5,0.23,104,1.56
稻米(籼),347,7.9,77.5,0.6,12.6,0.8,0.6,0,0,0,0.09,0.04,1.4,0.54,0.54,109,1.7,12,28,1.6,1.27,1.47,0.29,112,1.99
稻米(香大米),346,12.7,71.8,0.9,12.9,0.6,1.1,0,0,0,0,0.08,2.6,0,0.7,49,21.5,8,12,5.1,1.75,0.69,0.52,106,4.6
"稻米(早籼,标二)",345,9.5,74.6,1,13.7,0.5,0.7,0,0,0,0.2,0.09,3,0,0,171,0.8,6,79,1,1.84,1.89,0.55,192,1.82
"稻米(早籼,标一)",351,8.8,76.8,1,12.3,0.4,0.7,0,0,0,0.16,0.05,2,0,0,124,1.9,10,57,1.2,1.21,1.59,0.23,141,2.05
"稻米(早籼,特等)",346,9.1,76,0.6,12.9,0.7,0.7,0,0,0,0.13,0.03,1.6,0,0,108,1.3,6,42,0.9,1.3,1.54,0.4,141,2.07
德庆酥,456,5.9,66.1,18.7,4.4,3.9,1,0,0,0,0,0,5,0,0,98,599,38,40,1,0,0.18,0.27,106,0.68
灯笼椒,22,1,4,0.2,93,1.4,0.4,0,340,92,0.03,0.03,0.9,72,0.59,142,3.3,14,12,0.8,0.12,0.19,0.09,2,0.33
低度汉酒(37.2度),216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,0,0
地菠萝,41,0.5,9.5,0.1,88.4,1.3,0.2,0,200,33,0.04,0.02,0.2,18,0,113,0.8,12,8,0.6,1.04,0.14,0.07,9,0.24
地瓜,55,0.9,12.6,0.1,85.2,0.8,0.4,0,0,0,0.03,0.03,0.3,13,0.86,111,5.5,21,14,0.6,0.11,0.23,0.07,24,1.25
地姜,34,2.6,5.8,0,74,1,16.6,0,0,0,0.17,0.06,1.4,0,0,340,5443.3,244,60,6.8,0.77,0.55,0.14,69,2.1
地衣(水浸),3,1.5,0,0,96.4,1.8,1,0,220,37,0.02,0.28,0.5,0,2.24,102,10.7,14,0,21.1,7.74,5,1.13,53,0
淀粉(蚕豆),341,0.5,84.8,0,14.1,0.5,0.1,0,0,0,0.04,0,0,0,0,10,18.2,36,8,2.3,0.07,0.05,0.04,29,0.54
淀粉(马铃薯粉),337,1.2,82,0.5,12,1.4,2.9,0,0,0,0.08,0.06,1.1,0,0,8,4.7,0,27,10.7,0.37,1.22,1.06,23,1.58
淀粉(团粉),346,1.5,85,0,12.6,0.8,0.1,0,0,0,0.01,0,0.2,0,0,16,13.3,34,14,3.6,0.08,0.18,0.06,25,0.37
淀粉(玉米),345,1.2,84.9,0.1,13.5,0.1,0.2,0,0,0,0.03,0.04,1.1,0,0,8,6.3,18,6,4,0.05,0.09,0.07,25,0.7
鲷(大目鱼）,106,17.9,2.7,2.6,75.2,0,1.6,12,0,12,0.02,0.1,3.5,0,1.08,261,103.9,186,36,2.3,0.26,1.2,0.08,304,31.53
吊蛋,56,0.8,12.4,0.4,81.7,4.4,0.3,0,0,0,0.01,0,0,0,2.19,136,0.6,11,8,0.2,0.12,0.39,0.09,9,1.66
鲽（比目鱼),107,21.1,0.5,2.3,74.6,0,1.5,117,0,117,0.03,0.04,1.5,0,2.35,264,150.4,107,32,0.4,0.11,0.92,0.06,135,29.45
丁香,359,0.3,50.7,17.2,9.1,16.7,6,0,0,0,0,0.07,0,0,4.27,47,122.1,137,0,0.2,0,1.01,0.76,10,12.6
丁香鱼(干),196,37.5,4.6,3.1,36.3,0,18.5,119,0,119,0.01,0.17,2,0,0.3,664,4375,590,319,4.3,0.84,3.4,0.35,914,41.24
丁珠鱼,113,18.9,0,5,76.7,0,1.3,25,0,25,0.02,0.06,2.1,0,0.81,299,106.1,34,36,1.8,0.09,1.08,0.1,164,45.07
东方对虾,84,18.3,1.6,0.5,78,0,1.6,17,0,87,0.02,0.11,0.9,0,3.92,217,133.6,35,37,1,0.08,1.14,0.5,253,19.1
冬菜,46,3.5,7.3,0.3,68.4,2.8,17.7,0,70,12,0.02,0.09,0.9,0,0,443,7228.6,135,0,11.4,0.66,0.98,0.13,81,1.65
冬菇,211,20,30.1,1.2,12.3,31.6,4.8,0,20,3,0.19,1.26,20.5,5,0.66,464,11.2,83,147,10.5,5.47,8.57,1.03,258,6.24
冬菇,19,2.2,1.9,0.3,91.7,3.3,0.6,0,0,0,0,0.08,2,1,0,20,1.4,2,11,0.3,0.25,0.66,0.12,53,2.58
冬菇(干),212,17.8,32.3,1.3,13.4,32.3,2.9,0,30,5,0.17,1.4,24.4,5,3.47,1155,20.4,55,104,10.5,5.02,4.2,0.45,469,7.45
冬瓜,11,0.4,1.9,0.2,96.6,0.7,0.2,0,80,13,0.01,0.01,0.3,18,0.08,78,1.8,19,8,0.2,0.03,0.07,0.07,12,0.22
冬苋菜,30,3.9,2.7,0.4,89.6,2.2,1.2,0,6950,1158,0.15,0.05,0.6,20,0,280,14,82,30,2.4,0.24,1.37,0.13,56,2.41
冻菜,314,5.4,72.9,0.1,15.6,0,6,0,0,0,0.06,0.2,3.3,0,14.84,141,380.8,167,15,2,0.04,1.94,0.12,209,15.19
豆瓣菜、水田芥,17,2.9,0.3,0.5,94.5,1.2,0.6,0,9550,1592,0.01,0.11,0.3,52,0.59,179,61.2,30,9,1,0.25,0.69,0.06,26,0.7
豆瓣酱,184,7.9,24.8,5.9,47.9,2.2,11.3,0,0,0,0.04,0.26,1.3,0,18.2,549,2201.5,66,84,9.9,0.74,1.43,0.28,104,0
豆瓣酱,178,13.6,15.6,6.8,46.6,1.5,15.9,0,0,0,0.11,0.46,2.4,0,0.57,772,6012,53,125,16.4,1.37,1.47,0.62,154,10.2
豆豉(五香),244,24.1,36.8,0,22.7,5.9,10.5,0,0,0,0.02,0.09,0.6,0,40.69,715,263.8,29,202,3.7,3.17,2.37,1.04,43,4.55
豆腐,81,8.1,3.8,3.7,82.8,0.4,1.2,0,0,0,0.04,0.03,0.2,0,2.17,125,7.2,164,27,1.9,0.47,1.11,0.27,119,2.3
豆腐(北),98,12.2,1.5,4.8,80,0.5,1,0,30,5,0.05,0.03,0.3,0,6.7,106,7.3,138,63,2.5,0.69,0.63,0.22,158,1.55
豆腐(内酯豆腐),49,5,2.9,1.9,89.2,0.4,0.6,0,0,0,0.06,0.03,0.3,0,3.26,95,6.4,17,24,0.8,0.26,0.55,0.13,57,0.81
豆腐(南),57,6.2,2.4,2.5,87.9,0.2,0.8,0,0,0,0.02,0.04,1,0,3.62,154,3.1,116,36,1.5,0.44,0.59,0.14,90,2.62
豆腐干,140,16.2,10.7,3.6,65,0.8,3.5,0,0,0,0.03,0.07,0.3,0,0,140,76.5,308,102,4.9,1.31,1.76,0.77,273,0.02
豆腐干(菜干),136,13.4,4.7,7.1,71.3,0.3,3.2,0,0,0,0.01,0.01,0.3,0,0.62,70,633.6,179,81,3,0.81,1.39,0.15,79,0.5
豆腐干(酱油干),158,14.9,4,9.1,70.2,0,1.8,0,0,0,0.02,0.03,0,0,16.41,130,90.3,413,46,5.9,1.36,1.18,1.28,188,0
豆腐干(香干),147,15.8,3.3,7.8,69.2,1.8,2.1,0,40,7,0.04,0.03,0.3,0,15.85,99,4.1,299,88,5.7,1.19,1.59,0.41,219,3.15
豆腐干(小香干),174,17.9,5,9.1,61,0.4,6.6,0,0,0,0.03,0.07,0,0,7.39,141,372.3,1019,87,23.3,1.61,2.55,0.38,177,23.6
豆腐干(熏干),153,15.8,8.5,6.2,67.5,0.3,1.7,0,10,2,0.03,0.01,1,0,7.03,136,232.7,173,109,3.9,1.05,1.8,0.22,109,8.9
豆腐花,401,10,84.3,2.6,1.6,0,1.5,0,250,42,0.02,0.03,0.4,0,5,339,0,175,60,3.3,0.52,0.75,0.28,95,1.7
豆腐卷,201,17.9,6.2,11.6,61.6,1,1.7,0,180,30,0.02,0.04,0.4,0,27.63,82,0,156,152,6.1,1.66,2.76,0.42,288,2.51
豆腐卷(豆制五香卷),200,17.8,1,13.9,59.2,4.5,3.6,0,0,0,0.02,0.04,0.2,0,46.66,23,537.2,6,23,6.2,1.53,2.48,0.18,198,2.21
豆腐脑,10,1.9,0,0.8,97.8,0,0.6,0,0,6,0.04,0.02,0.4,0,10.46,107,2.8,18,28,0.9,0.25,0.49,0.26,5,0
豆腐脑(带卤),47,2.6,5.2,1.8,88.1,0.2,2.1,0,0,0,0.01,0.01,0.4,0,0.87,108,235.6,301,35,1.7,0.18,0.45,0.06,46,0.5
豆腐皮,409,44.6,18.6,17.4,16.5,0.2,2.7,0,0,0,0.31,0.11,1.5,0,20.63,536,9.4,116,111,30.8,3.51,3.81,1.86,318,2.26
豆腐丝,201,21.5,5.1,10.5,58.4,1.1,3.4,0,30,5,0.04,0.12,0.5,0,9.76,74,20.6,204,127,9.1,1.71,2.04,0.29,220,1.39
豆腐丝(干),451,57.8,3.6,22.8,7.4,0,8.4,0,0,0,0.3,0.6,0,0,7.8,7,110,5,0,1.3,2.4,3.59,0.26,74,2.72
豆腐丝(油),300,24.2,12.3,17.1,38.2,2.2,6,0,20,3,0.02,0.09,1.8,0,17.8,208,769.4,152,93,5,1.37,2.98,0.27,423,6.1
豆腐渣,35,3.2,3.7,0.8,89.2,2.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
豆肝尖,192,17.2,3.7,12,57.6,5.7,3.8,0,0,0,0.01,0.06,0.1,0,37.58,24,614.5,5,25,7.4,1.4,1.9,0.11,209,3.19
豆浆,13,1.8,0,0.7,96.4,1.1,0.2,0,90,15,0.02,0.02,0.1,0,0.8,48,3,10,9,0.5,0.09,0.24,0.07,30,0.14
豆浆粉,422,19.7,64.6,9.4,1.5,2.2,2.6,0,0,0,0.07,0.05,0.7,0,17.99,771,26.4,101,122,3.7,1.24,1.77,0.69,253,3.3
豆角,30,2.5,4.6,0.2,90,2.1,0.6,0,200,33,0.05,0.07,0.9,18,2.24,207,3.4,29,35,1.5,0.41,0.54,0.15,55,2.16
豆角（白）,30,2.2,4.8,0.2,89.7,2.6,0.5,0,580,97,0.06,0.04,0.9,39,2.38,192,9.5,26,28,0.8,0.78,0.6,0.1,40,1.6
豆奶,30,2.4,1.8,1.5,94,0,0.3,0,0,0,0.02,0.06,0.3,0,4.5,92,3.2,23,7,0.6,0.11,0.24,5.57,35,0.73
豆奶粉,423,19,68.7,8,2.7,0,1.6,0,0,0,0.09,0.09,1.1,0,4.75,528,15.3,149,184,4.3,1.2,2,0.61,257,7.19
豆粕,310,42.6,30.2,2.1,11.5,7.6,6,0,0,0,0.49,0.2,2.5,0,5.81,1391,76,154,158,14.9,2.49,0.5,1.1,28,1.5
豆沙,243,5.5,51,1.9,39.2,1.7,0.7,0,0,0,0.02,0.05,0.3,0,4.37,139,23.5,42,2,8,0.33,0.32,0.13,68,0.89
豆油,899,0,0,99.9,0.1,0,0,0,0,0,0,0,0,0,93.08,3,4.9,13,3,2,0.43,1.09,0.16,7,3.32
豆汁(生),10,0.9,1.3,0.1,97.4,0.1,0.2,0,0,0,0.02,0.02,0.1,0,0.34,47,6.5,8,6,0.4,0,0.11,0.05,21,0.25
对虾,93,18.6,2.8,0.8,76.5,0,1.3,15,0,15,0.01,0.07,1.7,0,0.62,215,165.2,62,43,1.5,0.12,2.38,0.34,228,33.72
多维奶粉,484,19.9,49.9,22.7,2.8,0,4.7,77,0,77,0.28,6.68,0.5,9,0.48,1910,567.8,1797,22,1.4,0.02,3.71,0.11,324,16.8
鹅,245,17.9,0,19.9,62.9,0,0.8,42,0,42,0.07,0.23,4.9,0,0.22,232,58.8,4,18,3.8,0.04,1.36,0.43,144,17.68
鹅蛋,196,11.1,2.8,15.6,69.3,0,1.2,192,0,192,0.08,0.3,0.4,0,4.5,74,90.6,34,12,4.1,0.04,1.43,0.09,130,27.24
鹅蛋白,48,8.9,3.2,0,87.2,0,0.7,7,0,7,0.03,0.04,0.3,0,0.34,36,77.3,4,9,2.8,0,0.1,0.05,11,8
鹅蛋黄,324,15.5,6.2,26.4,50.1,0,1.8,1977,0,1977,0.06,0.59,0.6,0,95.7,0,24.4,13,10,2.8,0,1.59,0.25,51,26
鹅肝,129,15.2,9.3,3.4,70.7,0,1.4,6100,0,6100,0.27,0.25,0,0,5.29,336,70.2,2,18,7.8,0.32,3.56,7.78,216,0
鹅油卷,461,8.4,55.7,22.7,10,1.7,1.5,0,100,17,0.08,0.35,10.3,0,2.25,139,23.8,53,55,3.2,0.79,0.91,0.31,113,10.2
鹅肫,100,19.6,1.1,1.9,76.3,0,1.1,51,0,51,0.05,0.06,0,0,0,410,58.2,2,11,4.7,0.05,4.04,0.14,112,0
颚针鱼,180,20.2,1.4,10.4,66.5,0,1.5,0,0,0,0.01,0.02,0,0,3.36,336,73.3,58,30,1.2,0.06,1.73,0.02,197,37.22
